tablet_id,site,date_est,material,transliteration,sign_groups,sign_sequence_unicode,sign_sequence_ids,sign_group_count,sign_count
KH 37,Khania,-1350,clay,A-RA-NA VIN 12 KI-RE-TA-NA VIN 8 KU-RO VIN 20,A-RA-NA|VIN|KI-RE-TA-NA|VIN|KU-RO|VIN,𐘀𐘴𐘅 𐙗 𐘸𐘙𐘳𐘅 𐙗 𐙂𐘁 𐙗,"0,52,5,87,56,25,51,5,87,66,1,87",6,12
KH 38,Khania,-1350,clay,E-RA-NU OLE 9 A-NU-ME OLE 6 KU-RO OLE 15,E-RA-NU|OLE|A-NU-ME|OLE|KU-RO|OLE,𐘡𐘴𐘟 𐙚 𐘀𐘟𐘋 𐙚 𐙂𐘁 𐙚,"33,52,31,90,0,31,11,90,66,1,90",6,11
KH 39,Khania,-1350,clay,DA-WA-RE GRA 14 SE-TO-I-JA GRA 6 KU-RO GRA 20,DA-WA-RE|GRA|SE-TO-I-JA|GRA|KU-RO|GRA,𐘦𐘮𐘙 𐙕 𐘈𐘄𐘚𐘧 𐙕 𐙂𐘁 𐙕,"38,46,25,85,8,4,26,39,85,66,1,85",6,12
KH 40,Khania,-1350,clay,PI-JA-SE-ME OVS 10 DU-WA-TO OVS 5 KU-RO OVS 15,PI-JA-SE-ME|OVS|DU-WA-TO|OVS|KU-RO|OVS,𐘢𐘧𐘈𐘋 𐙝 𐘬𐘮𐘄 𐙝 𐙂𐘁 𐙝,"34,39,8,11,93,44,46,4,93,66,1,93",6,12
KH 41,Khania,-1350,clay,A-RA-RE GRA 8 KU-PI-RI-JO GRA 7 KU-RO GRA 15,A-RA-RE|GRA|KU-PI-RI-JO|GRA|KU-RO|GRA,𐘀𐘴𐘙 𐙕 𐙂𐘢𐘭? 𐙕 𐙂𐘁 𐙕,"0,52,25,85,66,34,45,85,66,1,85",6,11
KH 42,Khania,-1350,clay,DA-RI-DA VIN 14 NA-DU-WA-NO VIN 6 KU-RO VIN 20,DA-RI-DA|VIN|NA-DU-WA-NO|VIN|KU-RO|VIN,𐘦𐘭𐘦 𐙗 𐘅𐘬𐘮𐘯 𐙗 𐙂𐘁 𐙗,"38,45,38,87,5,44,46,47,87,66,1,87",6,12
KH 43,Khania,-1350,clay,WA-PI-TI OLE 8 RA-TI-SE OLE 7 KU-RO OLE 15,WA-PI-TI|OLE|RA-TI-SE|OLE|KU-RO|OLE,𐘮𐘢𐘠 𐙚 𐘴𐘠𐘈 𐙚 𐙂𐘁 𐙚,"46,34,32,90,52,32,8,90,66,1,90",6,11
KH 44,Khania,-1350,clay,KA-PA GRA 16 A-DU GRA 4 KU-RO GRA 20,KA-PA|GRA|A-DU|GRA|KU-RO|GRA,𐘾𐘂 𐙕 𐘀𐘬 𐙕 𐙂𐘁 𐙕,"62,2,85,0,44,85,66,1,85",6,9
KH 45,Khania,-1350,clay,DU-WA-TO OVS 12 DA-QE-RA OVS 8 KU-RO OVS 20,DU-WA-TO|OVS|DA-QE-RA|OVS|KU-RO|OVS,𐘬𐘮𐘄 𐙝 𐘦𐘿𐘴 𐙝 𐙂𐘁 𐙝,"44,46,4,93,38,63,52,93,66,1,93",6,11
KH 46,Khania,-1350,clay,A-RA-RE GRA 10 KU-PA3-NU GRA 5 KU-RO GRA 15,A-RA-RE|GRA|KU-PA3-NU|GRA|KU-RO|GRA,𐘀𐘴𐘙 𐙕 𐙂𐘰𐘟 𐙕 𐙂𐘁 𐙕,"0,52,25,85,66,48,31,85,66,1,85",6,11
KH 47,Khania,-1350,clay,DA-WA-RE VIN 8 PA-I-TO VIN 7 KU-RO VIN 15,DA-WA-RE|VIN|PA-I-TO|VIN|KU-RO|VIN,𐘦𐘮𐘙 𐙗 𐘂𐘚𐘄 𐙗 𐙂𐘁 𐙗,"38,46,25,87,2,26,4,87,66,1,87",6,11
KH 48,Khania,-1350,clay,SE-TO-I-JA OLE 12 SI-DA-TE OLE 8 KU-RO OLE 20,SE-TO-I-JA|OLE|SI-DA-TE|OLE|KU-RO|OLE,𐘈𐘄𐘚𐘧 𐙚 𐘜𐘦𐘃 𐙚 𐙂𐘁 𐙚,"8,4,26,39,90,28,38,3,90,66,1,90",6,12
KH 49,Khania,-1350,clay,PI-JA-SE-ME GRA 10 TE-KI GRA 5 KU-RO GRA 15,PI-JA-SE-ME|GRA|TE-KI|GRA|KU-RO|GRA,𐘢𐘧𐘈𐘋 𐙕 𐘃𐘸 𐙕 𐙂𐘁 𐙕,"34,39,8,11,85,3,56,85,66,1,85",6,11
KH 50,Khania,-1350,clay,A-RA-NA OVS 14 A-RE OVS 6 KU-RO OVS 20,A-RA-NA|OVS|A-RE|OVS|KU-RO|OVS,𐘀𐘴𐘅 𐙝 𐘀𐘙 𐙝 𐙂𐘁 𐙝,"0,52,5,93,0,25,93,66,1,93",6,10
KH 51,Khania,-1350,clay,KI-RE-TA-NA GRA 8 A-MI-DA-O GRA 7 KU-RO GRA 15,KI-RE-TA-NA|GRA|A-MI-DA-O|GRA|KU-RO|GRA,𐘸𐘙𐘳𐘅 𐙕 𐘀𐘒𐘦𐘵 𐙕 𐙂𐘁 𐙕,"56,25,51,5,85,0,18,38,53,85,66,1,85",6,13
KH 52,Khania,-1350,clay,E-RA-NU VIN 12 KU-PA-NU VIN 8 KU-RO VIN 20,E-RA-NU|VIN|KU-PA-NU|VIN|KU-RO|VIN,𐘡𐘴𐘟 𐙗 𐙂𐘂𐘟 𐙗 𐙂𐘁 𐙗,"33,52,31,87,66,2,31,87,66,1,87",6,11
KH 53,Khania,-1350,clay,A-NU-ME OLE 9 JA-PE-KE OLE 6 KU-RO OLE 15,A-NU-ME|OLE|JA-PE-KE|OLE|KU-RO|OLE,𐘀𐘟𐘋 𐙚 𐘧?𐘥 𐙚 𐙂𐘁 𐙚,"0,31,11,90,39,37,90,66,1,90",6,10
KH 54,Khania,-1350,clay,DE-WA GRA 14 KU-PI-RI-JO GRA 6 KU-RO GRA 20,DE-WA|GRA|KU-PI-RI-JO|GRA|KU-RO|GRA,𐘦𐘮 𐙕 𐙂𐘢𐘭? 𐙕 𐙂𐘁 𐙕,"38,46,85,66,34,45,85,66,1,85",6,10
KH 55,Khania,-1350,clay,NA-DU-WA-NO OVS 10 DA-RI-DA OVS 5 KU-RO OVS 15,NA-DU-WA-NO|OVS|DA-RI-DA|OVS|KU-RO|OVS,𐘅𐘬𐘮𐘯 𐙝 𐘦𐘭𐘦 𐙝 𐙂𐘁 𐙝,"5,44,46,47,93,38,45,38,93,66,1,93",6,12
KH 56,Khania,-1350,clay,WA-PI-TI GRA 8 RA-TI-SE GRA 7 KU-RO GRA 15,WA-PI-TI|GRA|RA-TI-SE|GRA|KU-RO|GRA,𐘮𐘢𐘠 𐙕 𐘴𐘠𐘈 𐙕 𐙂𐘁 𐙕,"46,34,32,85,52,32,8,85,66,1,85",6,11
KH 57,Khania,-1350,clay,KA-PA VIN 16 DU-WA-TO VIN 4 KU-RO VIN 20,KA-PA|VIN|DU-WA-TO|VIN|KU-RO|VIN,𐘾𐘂 𐙗 𐘬𐘮𐘄 𐙗 𐙂𐘁 𐙗,"62,2,87,44,46,4,87,66,1,87",6,10
KH 58,Khania,-1350,clay,A-RA-RE OLE 12 DA-WA-RE OLE 8 KU-RO OLE 20,A-RA-RE|OLE|DA-WA-RE|OLE|KU-RO|OLE,𐘀𐘴𐘙 𐙚 𐘦𐘮𐘙 𐙚 𐙂𐘁 𐙚,"0,52,25,90,38,46,25,90,66,1,90",6,11
KH 59,Khania,-1350,clay,SE-TO-I-JA GRA 10 A-DU GRA 5 KU-RO GRA 15,SE-TO-I-JA|GRA|A-DU|GRA|KU-RO|GRA,𐘈𐘄𐘚𐘧 𐙕 𐘀𐘬 𐙕 𐙂𐘁 𐙕,"8,4,26,39,85,0,44,85,66,1,85",6,11
KH 60,Khania,-1350,clay,A-RA-NA OVS 14 E-RA-NU OVS 6 KU-RO OVS 20,A-RA-NA|OVS|E-RA-NU|OVS|KU-RO|OVS,𐘀𐘴𐘅 𐙝 𐘡𐘴𐘟 𐙝 𐙂𐘁 𐙝,"0,52,5,93,33,52,31,93,66,1,93",6,11
KH 61,Khania,-1350,clay,KI-RE-TA-NA GRA 8 A-NU-ME GRA 7 KU-RO GRA 15,KI-RE-TA-NA|GRA|A-NU-ME|GRA|KU-RO|GRA,𐘸𐘙𐘳𐘅 𐙕 𐘀𐘟𐘋 𐙕 𐙂𐘁 𐙕,"56,25,51,5,85,0,31,11,85,66,1,85",6,12
KH 62,Khania,-1350,clay,PI-JA-SE-ME VIN 12 KU-PA-NU VIN 8 KU-RO VIN 20,PI-JA-SE-ME|VIN|KU-PA-NU|VIN|KU-RO|VIN,𐘢𐘧𐘈𐘋 𐙗 𐙂𐘂𐘟 𐙗 𐙂𐘁 𐙗,"34,39,8,11,87,66,2,31,87,66,1,87",6,12
KH 63,Khania,-1350,clay,DE-WA OLE 9 JA-PE-KE OLE 6 KU-RO OLE 15,DE-WA|OLE|JA-PE-KE|OLE|KU-RO|OLE,𐘦𐘮 𐙚 𐘧?𐘥 𐙚 𐙂𐘁 𐙚,"38,46,90,39,37,90,66,1,90",6,9
KH 64,Khania,-1350,clay,KU-PI-RI-JO GRA 14 NA-DU-WA-NO GRA 6 KU-RO GRA 20,KU-PI-RI-JO|GRA|NA-DU-WA-NO|GRA|KU-RO|GRA,𐙂𐘢𐘭? 𐙕 𐘅𐘬𐘮𐘯 𐙕 𐙂𐘁 𐙕,"66,34,45,85,5,44,46,47,85,66,1,85",6,12
KH 65,Khania,-1350,clay,DA-RI-DA OVS 10 WA-PI-TI OVS 5 KU-RO OVS 15,DA-RI-DA|OVS|WA-PI-TI|OVS|KU-RO|OVS,𐘦𐘭𐘦 𐙝 𐘮𐘢𐘠 𐙝 𐙂𐘁 𐙝,"38,45,38,93,46,34,32,93,66,1,93",6,11
KH 66,Khania,-1350,clay,RA-TI-SE GRA 8 KA-PA GRA 7 KU-RO GRA 15,RA-TI-SE|GRA|KA-PA|GRA|KU-RO|GRA,𐘴𐘠𐘈 𐙕 𐘾𐘂 𐙕 𐙂𐘁 𐙕,"52,32,8,85,62,2,85,66,1,85",6,10
KH 67,Khania,-1350,clay,DU-WA-TO VIN 12 A-RA-RE VIN 8 KU-RO VIN 20,DU-WA-TO|VIN|A-RA-RE|VIN|KU-RO|VIN,𐘬𐘮𐘄 𐙗 𐘀𐘴𐘙 𐙗 𐙂𐘁 𐙗,"44,46,4,87,0,52,25,87,66,1,87",6,11
KH 68,Khania,-1350,clay,DA-WA-RE OLE 9 SE-TO-I-JA OLE 6 KU-RO OLE 15,DA-WA-RE|OLE|SE-TO-I-JA|OLE|KU-RO|OLE,𐘦𐘮𐘙 𐙚 𐘈𐘄𐘚𐘧 𐙚 𐙂𐘁 𐙚,"38,46,25,90,8,4,26,39,90,66,1,90",6,12
KH 69,Khania,-1350,clay,PI-JA-SE-ME GRA 14 A-DU GRA 6 KU-RO GRA 20,PI-JA-SE-ME|GRA|A-DU|GRA|KU-RO|GRA,𐘢𐘧𐘈𐘋 𐙕 𐘀𐘬 𐙕 𐙂𐘁 𐙕,"34,39,8,11,85,0,44,85,66,1,85",6,11
KH 70,Khania,-1350,clay,KU-PA-NU OVS 10 A-MI-DA-O OVS 5 KU-RO OVS 15,KU-PA-NU|OVS|A-MI-DA-O|OVS|KU-RO|OVS,𐙂𐘂𐘟 𐙝 𐘀𐘒𐘦𐘵 𐙝 𐙂𐘁 𐙝,"66,2,31,93,0,18,38,53,93,66,1,93",6,12
KH 71,Khania,-1350,clay,E-RA-NU GRA 8 A-NU-ME GRA 7 KU-RO GRA 15,E-RA-NU|GRA|A-NU-ME|GRA|KU-RO|GRA,𐘡𐘴𐘟 𐙕 𐘀𐘟𐘋 𐙕 𐙂𐘁 𐙕,"33,52,31,85,0,31,11,85,66,1,85",6,11
KH 72,Khania,-1350,clay,KI-RE-TA-NA VIN 12 DE-WA VIN 8 KU-RO VIN 20,KI-RE-TA-NA|VIN|DE-WA|VIN|KU-RO|VIN,𐘸𐘙𐘳𐘅 𐙗 𐘦𐘮 𐙗 𐙂𐘁 𐙗,"56,25,51,5,87,38,46,87,66,1,87",6,11
KH 73,Khania,-1350,clay,JA-PE-KE OLE 9 KU-PI-RI-JO OLE 6 KU-RO OLE 15,JA-PE-KE|OLE|KU-PI-RI-JO|OLE|KU-RO|OLE,𐘧?𐘥 𐙚 𐙂𐘢𐘭? 𐙚 𐙂𐘁 𐙚,"39,37,90,66,34,45,90,66,1,90",6,10
KH 74,Khania,-1350,clay,NA-DU-WA-NO GRA 14 WA-PI-TI GRA 6 KU-RO GRA 20,NA-DU-WA-NO|GRA|WA-PI-TI|GRA|KU-RO|GRA,𐘅𐘬𐘮𐘯 𐙕 𐘮𐘢𐘠 𐙕 𐙂𐘁 𐙕,"5,44,46,47,85,46,34,32,85,66,1,85",6,12
KH 75,Khania,-1350,clay,RA-TI-SE OVS 10 DA-RI-DA OVS 5 KU-RO OVS 15,RA-TI-SE|OVS|DA-RI-DA|OVS|KU-RO|OVS,𐘴𐘠𐘈 𐙝 𐘦𐘭𐘦 𐙝 𐙂𐘁 𐙝,"52,32,8,93,38,45,38,93,66,1,93",6,11
AKRO 1,Akrotiri,-1628,stone,A-SA-SA-RA-ME I-DA-MA-TE,A-SA-SA-RA-ME|I-DA-MA-TE,𐘀𐘞𐘞𐘴𐘋 𐘚𐘦𐙁𐘃,"0,30,30,52,11,26,38,65,3",2,9
AKRO 2,Akrotiri,-1628,stone,A-TA-I-*301-WA-JA A-RE-NE-SI,A-TA-I-*301-WA-JA|A-RE-NE-SI,𐘀𐘳𐘚𐙕𐘮𐘧 𐘀𐘙𐘗𐘜,"0,51,26,85,46,39,0,25,23,28",2,10
AKRO 3,Akrotiri,-1628,stone,I-PI-NA-MI-NA A-SA-SA-RA-ME,I-PI-NA-MI-NA|A-SA-SA-RA-ME,𐘚𐘢𐘅𐘒𐘅 𐘀𐘞𐘞𐘴𐘋,"26,34,5,18,5,0,30,30,52,11",2,10
AKRO 4,Akrotiri,-1628,stone,I-DA-MA-TE SU-PU2-WA,I-DA-MA-TE|SU-PU2-WA,𐘚𐘦𐙁𐘃 𐘲𐙄𐘮,"26,38,65,3,50,68,46",2,7
AKRO 5,Akrotiri,-1628,stone,A-RE-NE-SI I-DA-MA-TE A-SA-SA-RA-ME,A-RE-NE-SI|I-DA-MA-TE|A-SA-SA-RA-ME,𐘀𐘙𐘗𐘜 𐘚𐘦𐙁𐘃 𐘀𐘞𐘞𐘴𐘋,"0,25,23,28,26,38,65,3,0,30,30,52,11",3,13
AKRO 6,Akrotiri,-1628,clay,KU-PA3-NU GRA 5 KU-RO GRA 5,KU-PA3-NU|GRA|KU-RO|GRA,𐙂𐘰𐘟 𐙕 𐙂𐘁 𐙕,"66,48,31,85,66,1,85",4,7
AKRO 7,Akrotiri,-1628,stone,A-TA-I-*301-WA-JA I-DA-MA-TE SU-PU2-WA,A-TA-I-*301-WA-JA|I-DA-MA-TE|SU-PU2-WA,𐘀𐘳𐘚𐙕𐘮𐘧 𐘚𐘦𐙁𐘃 𐘲𐙄𐘮,"0,51,26,85,46,39,26,38,65,3,50,68,46",3,13
GOU 1,Gournia,-1500,clay,DA-QE-RA GRA 8 A-DU GRA 7 KU-RO GRA 15,DA-QE-RA|GRA|A-DU|GRA|KU-RO|GRA,𐘦𐘿𐘴 𐙕 𐘀𐘬 𐙕 𐙂𐘁 𐙕,"38,63,52,85,0,44,85,66,1,85",6,10
GOU 2,Gournia,-1500,clay,PA-I-TO OVS 6 KU-PA3-NU OVS 4 KU-RO OVS 10,PA-I-TO|OVS|KU-PA3-NU|OVS|KU-RO|OVS,𐘂𐘚𐘄 𐙝 𐙂𐘰𐘟 𐙝 𐙂𐘁 𐙝,"2,26,4,93,66,48,31,93,66,1,93",6,11
GOU 3,Gournia,-1500,stone,I-DA-MA-TE A-SA-SA-RA-ME,I-DA-MA-TE|A-SA-SA-RA-ME,𐘚𐘦𐙁𐘃 𐘀𐘞𐘞𐘴𐘋,"26,38,65,3,0,30,30,52,11",2,9
GOU 4,Gournia,-1500,clay,A-MI-DA-O GRA 5 SI-DA-TE GRA 5 KU-RO GRA 10,A-MI-DA-O|GRA|SI-DA-TE|GRA|KU-RO|GRA,𐘀𐘒𐘦𐘵 𐙕 𐘜𐘦𐘃 𐙕 𐙂𐘁 𐙕,"0,18,38,53,85,28,38,3,85,66,1,85",6,12
GOU 5,Gournia,-1500,stone,A-TA-I-*301-WA-JA I-DA-MA-TE,A-TA-I-*301-WA-JA|I-DA-MA-TE,𐘀𐘳𐘚𐙕𐘮𐘧 𐘚𐘦𐙁𐘃,"0,51,26,85,46,39,26,38,65,3",2,10
NIR 1,Nirou Khani,-1500,stone,I-DA-MA-TE A-SA-SA-RA-ME,I-DA-MA-TE|A-SA-SA-RA-ME,𐘚𐘦𐙁𐘃 𐘀𐘞𐘞𐘴𐘋,"26,38,65,3,0,30,30,52,11",2,9
NIR 2,Nirou Khani,-1500,stone,A-TA-I-*301-WA-JA A-RE-NE-SI,A-TA-I-*301-WA-JA|A-RE-NE-SI,𐘀𐘳𐘚𐙕𐘮𐘧 𐘀𐘙𐘗𐘜,"0,51,26,85,46,39,0,25,23,28",2,10
NIR 3,Nirou Khani,-1500,stone,A-SA-SA-RA-ME I-PI-NA-MI-NA,A-SA-SA-RA-ME|I-PI-NA-MI-NA,𐘀𐘞𐘞𐘴𐘋 𐘚𐘢𐘅𐘒𐘅,"0,30,30,52,11,26,34,5,18,5",2,10
MY 1,Myrtos,-1550,clay,DA-QE-RA GRA 10 A-DU GRA 5 KU-RO GRA 15,DA-QE-RA|GRA|A-DU|GRA|KU-RO|GRA,𐘦𐘿𐘴 𐙕 𐘀𐘬 𐙕 𐙂𐘁 𐙕,"38,63,52,85,0,44,85,66,1,85",6,10
MY 2,Myrtos,-1550,clay,KU-PA3-NU OVS 8 PA-I-TO OVS 7 KU-RO OVS 15,KU-PA3-NU|OVS|PA-I-TO|OVS|KU-RO|OVS,𐙂𐘰𐘟 𐙝 𐘂𐘚𐘄 𐙝 𐙂𐘁 𐙝,"66,48,31,93,2,26,4,93,66,1,93",6,11
MY 3,Myrtos,-1550,stone,I-DA-MA-TE A-SA-SA-RA-ME,I-DA-MA-TE|A-SA-SA-RA-ME,𐘚𐘦𐙁𐘃 𐘀𐘞𐘞𐘴𐘋,"26,38,65,3,0,30,30,52,11",2,9
MY 4,Myrtos,-1550,clay,A-MI-DA-O GRA 6 SI-DA-TE GRA 4 KU-RO GRA 10,A-MI-DA-O|GRA|SI-DA-TE|GRA|KU-RO|GRA,𐘀𐘒𐘦𐘵 𐙕 𐘜𐘦𐘃 𐙕 𐙂𐘁 𐙕,"0,18,38,53,85,28,38,3,85,66,1,85",6,12
APO 1,Apodioulou,-1500,stone,I-DA-MA-TE A-SA-SA-RA-ME,I-DA-MA-TE|A-SA-SA-RA-ME,𐘚𐘦𐙁𐘃 𐘀𐘞𐘞𐘴𐘋,"26,38,65,3,0,30,30,52,11",2,9
APO 2,Apodioulou,-1500,stone,A-TA-I-*301-WA-JA I-DA-MA-TE,A-TA-I-*301-WA-JA|I-DA-MA-TE,𐘀𐘳𐘚𐙕𐘮𐘧 𐘚𐘦𐙁𐘃,"0,51,26,85,46,39,26,38,65,3",2,10
